temperature,rainfall,humidity,yeild_apples
96.00,58.00,52.00,62.60
82.00,55.00,33.00,49.40
37.00,71.00,77.00,67.20
68.00,65.00,41.00,53.60
92.00,88.00,59.00,74.30
88.00,85.00,58.00,72.10
35.00,35.00,62.00,48.50
99.00,21.00,88.00,70.10
93.00,29.00,88.00,71.30
49.00,87.00,63.00,67.40
93.00,99.00,77.00,86.80
40.00,83.00,41.00,53.40
57.00,60.00,74.00,66.40
82.00,66.00,63.00,67.70
60.00,62.00,27.00,44.10
63.00,96.00,71.00,76.90
95.00,47.00,65.00,65.60
29.00,88.00,28.00,46.20
95.00,72.00,59.00,70.10
65.00,96.00,79.00,81.30
37.00,22.00,26.00,27.00
40.00,38.00,37.00,37.90
98.00,36.00,48.00,54.40
51.00,28.00,71.00,54.10
76.00,80.00,69.00,73.70
41.00,88.00,30.00,49.60
88.00,87.00,27.00,57.20
55.00,36.00,56.00,49.80
89.00,32.00,63.00,58.90
44.00,59.00,68.00,60.50
85.00,83.00,69.00,76.40
36.00,93.00,55.00,62.60
22.00,37.00,73.00,52.00
70.00,84.00,77.00,77.70
43.00,54.00,51.00,50.30
67.00,21.00,86.00,62.70
98.00,43.00,50.00,57.50
68.00,40.00,84.00,67.60
38.00,94.00,82.00,76.80
35.00,81.00,27.00,44.80
56.00,79.00,52.00,60.90
64.00,37.00,58.00,52.90
52.00,93.00,94.00,85.30
54.00,48.00,96.00,73.20
81.00,56.00,85.00,75.50
30.00,55.00,27.00,36.00
76.00,81.00,92.00,85.50
75.00,72.00,89.00,81.10
33.00,27.00,79.00,54.20
89.00,81.00,21.00,52.60
47.00,22.00,70.00,51.00
22.00,29.00,20.00,23.10
48.00,37.00,51.00,46.20
45.00,46.00,42.00,43.80
26.00,31.00,78.00,53.50
28.00,44.00,34.00,35.80
84.00,82.00,63.00,72.90
71.00,45.00,98.00,76.70
83.00,68.00,98.00,86.00
45.00,48.00,31.00,38.90
68.00,37.00,46.00,47.70
66.00,94.00,98.00,90.40
48.00,35.00,20.00,30.10
39.00,97.00,85.00,79.40
27.00,55.00,92.00,67.90
58.00,45.00,87.00,68.60
99.00,64.00,21.00,49.50
36.00,55.00,65.00,56.20
65.00,37.00,66.00,57.10
46.00,89.00,61.00,66.40
20.00,90.00,82.00,72.00
73.00,21.00,30.00,35.90
60.00,52.00,71.00,63.10
43.00,86.00,62.00,65.40
80.00,79.00,80.00,79.70
59.00,42.00,21.00,34.90
41.00,52.00,87.00,67.30
67.00,91.00,52.00,66.70
69.00,39.00,55.00,53.00
69.00,62.00,95.00,79.90
45.00,64.00,67.00,61.70
60.00,26.00,64.00,51.80
68.00,33.00,58.00,52.50
96.00,21.00,73.00,62.00
71.00,38.00,86.00,68.60
96.00,34.00,68.00,63.40
97.00,28.00,31.00,43.30
39.00,50.00,34.00,39.80
95.00,92.00,89.00,91.10
89.00,22.00,73.00,60.90
72.00,78.00,95.00,85.30
80.00,42.00,46.00,51.60
28.00,74.00,40.00,47.80
83.00,31.00,83.00,67.40
69.00,77.00,97.00,85.40
76.00,46.00,40.00,49.00
33.00,53.00,38.00,41.50
29.00,84.00,79.00,70.50
54.00,35.00,89.00,65.80
32.00,38.00,37.00,36.30
61.00,40.00,91.00,69.70
75.00,27.00,92.00,69.10
80.00,49.00,92.00,76.70
90.00,65.00,35.00,55.00
46.00,77.00,97.00,80.80
95.00,40.00,61.00,61.50
39.00,80.00,99.00,81.30
62.00,29.00,77.00,59.60
96.00,55.00,80.00,75.70
45.00,30.00,99.00,67.50
95.00,42.00,27.00,45.10
41.00,43.00,29.00,35.60
52.00,51.00,35.00,43.20
59.00,22.00,80.00,58.40
62.00,30.00,83.00,62.90
22.00,34.00,37.00,33.10
86.00,71.00,69.00,73.00
47.00,55.00,54.00,52.90
79.00,67.00,89.00,80.40
92.00,67.00,86.00,81.50
84.00,39.00,77.00,67.00
58.00,52.00,27.00,40.70
35.00,86.00,52.00,58.80
35.00,81.00,54.00,58.30
90.00,82.00,60.00,72.60
95.00,100.00,66.00,82.00
75.00,97.00,24.00,56.10
87.00,59.00,81.00,75.60
93.00,41.00,94.00,77.90
81.00,47.00,98.00,79.30
65.00,71.00,91.00,79.80
87.00,20.00,84.00,65.40
82.00,71.00,100.00,87.70
87.00,41.00,99.00,79.20
45.00,96.00,89.00,82.30
26.00,81.00,81.00,70.00
23.00,94.00,82.00,73.80
25.00,77.00,91.00,73.60
73.00,100.00,72.00,80.60
68.00,37.00,20.00,34.70
39.00,61.00,50.00,51.10
62.00,74.00,38.00,53.60
92.00,58.00,81.00,76.30
86.00,20.00,24.00,35.20
69.00,95.00,58.00,71.30
90.00,73.00,61.00,70.40
65.00,55.00,80.00,69.50
43.00,48.00,97.00,71.50
80.00,24.00,76.00,61.20
68.00,45.00,60.00,57.10
76.00,34.00,91.00,70.90
69.00,64.00,77.00,71.50
44.00,72.00,91.00,75.90
68.00,40.00,91.00,71.10
83.00,85.00,43.00,63.60
72.00,40.00,25.00,38.90
54.00,80.00,97.00,83.30
66.00,72.00,32.00,50.80
20.00,66.00,26.00,36.80
98.00,86.00,42.00,66.40
92.00,64.00,91.00,83.10
29.00,48.00,69.00,54.70
77.00,58.00,23.00,44.30
92.00,48.00,26.00,45.80
80.00,77.00,38.00,58.10
23.00,39.00,54.00,43.30
94.00,85.00,52.00,70.30
98.00,59.00,100.00,87.30
55.00,55.00,23.00,39.00
21.00,72.00,98.00,74.80
42.00,98.00,96.00,85.80
61.00,70.00,73.00,69.70
46.00,59.00,40.00,46.90
27.00,86.00,36.00,49.20
48.00,91.00,58.00,65.90
72.00,54.00,66.00,63.60
51.00,56.00,100.00,77.00
61.00,86.00,95.00,85.50
42.00,92.00,86.00,79.00
85.00,33.00,53.00,53.40
33.00,32.00,95.00,63.70
86.00,21.00,77.00,62.00
94.00,49.00,83.00,75.00
24.00,26.00,94.00,59.60
30.00,97.00,73.00,71.60
69.00,89.00,93.00,87.00
60.00,71.00,94.00,80.30
30.00,99.00,36.00,53.70
92.00,74.00,62.00,71.60
91.00,61.00,80.00,76.50
59.00,74.00,23.00,45.50
70.00,50.00,90.00,74.00
53.00,79.00,59.00,63.80
40.00,58.00,29.00,39.90
71.00,91.00,28.00,55.50
85.00,77.00,78.00,79.10
88.00,29.00,65.00,58.80
34.00,79.00,76.00,68.50
41.00,58.00,89.00,70.10
20.00,63.00,82.00,63.90
59.00,68.00,30.00,47.20
30.00,84.00,32.00,47.20
51.00,38.00,75.00,59.10
38.00,23.00,95.00,62.00
32.00,83.00,52.00,57.30
74.00,33.00,56.00,52.70
99.00,45.00,28.00,47.30
53.00,28.00,21.00,29.50
39.00,29.00,64.00,48.50
67.00,72.00,80.00,75.00
75.00,25.00,64.00,54.50
23.00,77.00,33.00,44.20
73.00,98.00,31.00,59.50
93.00,86.00,95.00,91.90
100.00,99.00,67.00,83.20
85.00,30.00,40.00,46.00
44.00,76.00,52.00,57.60
26.00,52.00,49.00,45.30
100.00,58.00,90.00,82.40
48.00,50.00,51.00,50.10
41.00,40.00,83.00,61.70
79.00,78.00,85.00,81.70
45.00,73.00,29.00,45.40
47.00,79.00,38.00,52.10
53.00,53.00,79.00,66.00
97.00,96.00,52.00,74.20
61.00,54.00,90.00,73.40
58.00,52.00,94.00,74.20
78.00,29.00,58.00,53.30
36.00,54.00,30.00,38.40
24.00,42.00,68.00,51.40
95.00,54.00,61.00,65.70
85.00,90.00,53.00,70.50
81.00,35.00,93.00,73.20
71.00,21.00,57.00,49.00
24.00,71.00,97.00,74.60
30.00,56.00,98.00,71.80
83.00,20.00,46.00,45.60
49.00,34.00,81.00,60.50
38.00,24.00,94.00,61.80
99.00,87.00,83.00,87.40
55.00,88.00,60.00,67.40
82.00,69.00,28.00,51.10
44.00,49.00,29.00,38.00
85.00,79.00,87.00,84.20
94.00,69.00,79.00,79.00
24.00,33.00,69.00,49.20
35.00,56.00,83.00,65.30
32.00,73.00,52.00,54.30
49.00,46.00,64.00,55.60
25.00,57.00,80.00,62.10
42.00,97.00,33.00,54.00
80.00,99.00,84.00,87.70
85.00,85.00,51.00,68.00
81.00,57.00,74.00,70.30
38.00,71.00,34.00,45.90
23.00,25.00,40.00,32.10
85.00,32.00,39.00,46.10
95.00,81.00,91.00,88.80
46.00,100.00,79.00,78.70
98.00,27.00,90.00,72.70
99.00,22.00,100.00,76.40
73.00,34.00,45.00,47.30
21.00,45.00,97.00,66.20
69.00,76.00,38.00,55.60
55.00,78.00,95.00,81.90
27.00,73.00,79.00,66.80
23.00,72.00,49.00,50.70
48.00,70.00,80.00,70.60
87.00,73.00,74.00,76.30
52.00,31.00,47.00,43.20
78.00,98.00,73.00,81.50
82.00,89.00,53.00,69.60
70.00,77.00,28.00,51.10
72.00,25.00,88.00,65.90
48.00,52.00,66.00,58.20
55.00,50.00,84.00,68.00
44.00,52.00,31.00,39.90
44.00,49.00,70.00,58.50
50.00,44.00,88.00,67.20
38.00,43.00,72.00,56.50
80.00,98.00,92.00,91.40
44.00,54.00,76.00,63.00
60.00,50.00,75.00,64.50
50.00,62.00,88.00,72.60
39.00,26.00,83.00,57.10
38.00,43.00,60.00,50.50
87.00,26.00,69.00,59.70
68.00,90.00,41.00,61.10
70.00,83.00,60.00,68.90
44.00,35.00,23.00,30.80
61.00,100.00,48.00,66.20
84.00,28.00,60.00,55.20
96.00,89.00,90.00,90.90
51.00,69.00,75.00,68.40
55.00,53.00,20.00,36.90
73.00,100.00,76.00,82.60
89.00,31.00,92.00,73.10
27.00,81.00,68.00,63.70
57.00,67.00,45.00,54.00
49.00,90.00,29.00,51.30
52.00,73.00,67.00,65.80
78.00,66.00,97.00,83.90
81.00,34.00,75.00,63.90
100.00,20.00,96.00,74.00
65.00,45.00,38.00,45.50
42.00,85.00,65.00,66.40
29.00,34.00,56.00,44.00
75.00,73.00,97.00,85.40
96.00,92.00,56.00,74.80
21.00,23.00,67.00,44.60
90.00,87.00,61.00,74.60
69.00,53.00,43.00,51.20
65.00,55.00,93.00,76.00
46.00,32.00,48.00,42.80
91.00,58.00,73.00,72.10
91.00,60.00,43.00,57.70
22.00,54.00,63.00,52.10
64.00,99.00,40.00,62.50
70.00,86.00,29.00,54.30
31.00,88.00,28.00,46.60
89.00,20.00,71.00,59.30
62.00,77.00,49.00,60.00
67.00,100.00,26.00,56.40
51.00,29.00,36.00,36.90
48.00,97.00,35.00,56.20
71.00,97.00,29.00,57.80
29.00,36.00,92.00,62.60
54.00,56.00,73.00,64.10
68.00,79.00,48.00,61.30
47.00,98.00,87.00,82.30
27.00,26.00,81.00,53.70
66.00,44.00,31.00,41.90
58.00,31.00,98.00,69.90
50.00,92.00,48.00,61.60
96.00,53.00,49.00,59.60
87.00,54.00,97.00,82.10
71.00,56.00,47.00,54.50
92.00,67.00,56.00,66.50
74.00,31.00,55.00,51.60
25.00,57.00,85.00,64.60
26.00,24.00,93.00,58.90
26.00,23.00,69.00,46.60
49.00,92.00,96.00,85.40
39.00,98.00,69.00,71.70
38.00,36.00,82.00,59.40
27.00,23.00,51.00,37.80
79.00,97.00,47.00,68.40
80.00,84.00,50.00,66.20
47.00,79.00,27.00,46.60
45.00,91.00,88.00,80.30
78.00,29.00,91.00,69.80
36.00,59.00,85.00,67.40
38.00,55.00,43.00,45.60
42.00,98.00,81.00,78.30
100.00,49.00,26.00,47.70
58.00,41.00,76.00,61.90
31.00,24.00,49.00,37.90
89.00,27.00,33.00,42.40
62.00,93.00,42.00,61.30
53.00,71.00,76.00,69.90
81.00,86.00,89.00,86.50
82.00,88.00,86.00,85.80
50.00,89.00,75.00,74.20
56.00,76.00,56.00,62.00
54.00,57.00,75.00,65.40
38.00,94.00,78.00,74.80
58.00,79.00,74.00,72.30
53.00,70.00,83.00,73.10
55.00,62.00,58.00,58.60
74.00,36.00,64.00,57.60
87.00,36.00,33.00,44.70
96.00,61.00,64.00,69.50
71.00,86.00,86.00,83.00
37.00,36.00,57.00,46.70
75.00,70.00,31.00,51.50
95.00,57.00,75.00,73.60
66.00,29.00,89.00,66.40
57.00,97.00,41.00,61.00
42.00,92.00,90.00,81.00
67.00,20.00,83.00,60.90
26.00,91.00,70.00,67.50
38.00,28.00,41.00,36.50
90.00,30.00,30.00,42.00
98.00,67.00,50.00,64.70
42.00,20.00,53.00,40.90
44.00,21.00,41.00,35.60
54.00,79.00,53.00,61.00
81.00,56.00,22.00,44.00
75.00,57.00,33.00,48.60
47.00,80.00,28.00,47.40
56.00,56.00,94.00,75.00
99.00,91.00,88.00,91.10
35.00,45.00,91.00,66.00
35.00,57.00,65.00,56.60
45.00,71.00,50.00,55.30
25.00,95.00,65.00,66.00
70.00,56.00,90.00,75.80
50.00,33.00,54.00,46.90
89.00,38.00,93.00,75.70
32.00,91.00,96.00,81.70
98.00,92.00,57.00,75.70
92.00,49.00,35.00,50.60
29.00,47.00,62.00,50.90
43.00,39.00,89.00,64.80
85.00,98.00,20.00,56.40
44.00,92.00,62.00,67.40
61.00,61.00,81.00,71.00
59.00,79.00,40.00,55.50
87.00,61.00,83.00,77.20
43.00,39.00,35.00,37.80
64.00,75.00,85.00,77.80
52.00,20.00,92.00,62.40
21.00,91.00,80.00,71.50
28.00,53.00,85.00,64.00
22.00,86.00,28.00,44.20
53.00,86.00,93.00,82.90
99.00,55.00,28.00,50.30
62.00,96.00,71.00,76.70
32.00,98.00,57.00,64.30
81.00,100.00,58.00,75.20
90.00,87.00,100.00,94.10
60.00,58.00,76.00,67.40
80.00,60.00,98.00,83.00
77.00,75.00,98.00,86.90
48.00,63.00,71.00,64.00
51.00,94.00,77.00,76.90
53.00,99.00,65.00,72.80
31.00,62.00,72.00,60.80
91.00,93.00,26.00,59.10
93.00,96.00,33.00,63.90
31.00,68.00,26.00,39.60
49.00,75.00,41.00,52.80
92.00,30.00,60.00,57.40
70.00,82.00,93.00,85.10
20.00,93.00,74.00,68.90
58.00,42.00,47.00,47.70
42.00,78.00,80.00,71.80
67.00,60.00,49.00,55.90
75.00,57.00,70.00,67.10
92.00,20.00,45.00,46.90
82.00,50.00,58.00,60.40
75.00,69.00,88.00,79.70
95.00,69.00,43.00,61.20
20.00,59.00,36.00,39.70
57.00,40.00,82.00,64.40
91.00,28.00,72.00,62.60
98.00,30.00,73.00,65.10
80.00,54.00,32.00,48.20
68.00,89.00,21.00,50.80
56.00,65.00,37.00,49.20
61.00,30.00,46.00,44.20
72.00,51.00,64.00,61.70
78.00,80.00,64.00,71.60
34.00,96.00,89.00,80.10
88.00,49.00,73.00,68.80
54.00,63.00,42.00,50.70
59.00,67.00,27.00,45.40
67.00,65.00,36.00,50.90
79.00,62.00,75.00,71.90
76.00,47.00,46.00,52.30
81.00,27.00,68.00,58.30
50.00,41.00,77.00,60.80
37.00,20.00,38.00,32.40
87.00,87.00,54.00,70.50
85.00,94.00,53.00,71.70
60.00,77.00,57.00,63.60
52.00,93.00,36.00,56.30
83.00,52.00,65.00,64.70
24.00,79.00,26.00,41.50
56.00,88.00,91.00,83.10
67.00,70.00,88.00,78.40
27.00,56.00,97.00,70.70
91.00,36.00,58.00,58.00
74.00,83.00,64.00,71.70
44.00,91.00,37.00,54.60
91.00,29.00,72.00,62.90
63.00,75.00,25.00,47.60
42.00,62.00,91.00,72.50
86.00,92.00,71.00,80.30
99.00,63.00,47.00,62.20
26.00,62.00,60.00,53.80
91.00,60.00,79.00,75.70
39.00,54.00,73.00,60.50
98.00,58.00,70.00,72.00
62.00,80.00,64.00,68.40
82.00,97.00,79.00,85.00
51.00,50.00,79.00,64.70
86.00,55.00,70.00,68.70
54.00,73.00,40.00,52.70
20.00,49.00,68.00,52.70
33.00,84.00,100.00,81.80
79.00,36.00,86.00,69.60
83.00,85.00,22.00,53.10
44.00,97.00,28.00,51.90
44.00,61.00,53.00,53.60
54.00,47.00,84.00,66.90
31.00,70.00,73.00,63.70
40.00,78.00,46.00,54.40
53.00,30.00,77.00,58.10
39.00,34.00,49.00,42.50
39.00,74.00,37.00,48.50
39.00,91.00,69.00,69.60
96.00,48.00,48.00,57.60
95.00,79.00,74.00,79.70
25.00,64.00,48.00,48.20
71.00,58.00,82.00,72.60
78.00,78.00,74.00,76.00
76.00,20.00,46.00,44.20
54.00,50.00,70.00,60.80
37.00,60.00,43.00,46.90
81.00,50.00,29.00,45.70
53.00,60.00,35.00,46.10
43.00,53.00,45.00,47.00
100.00,74.00,85.00,84.70
76.00,36.00,30.00,41.00
78.00,89.00,32.00,58.30
78.00,86.00,83.00,82.90
77.00,42.00,90.00,73.00
26.00,98.00,25.00,47.10
51.00,72.00,82.00,72.80
93.00,63.00,94.00,84.50
60.00,71.00,59.00,62.80
26.00,27.00,31.00,28.80
35.00,56.00,20.00,33.80
20.00,64.00,35.00,40.70
71.00,83.00,79.00,78.60
45.00,83.00,41.00,54.40
29.00,74.00,32.00,44.00
86.00,60.00,72.00,71.20
94.00,46.00,76.00,70.60
59.00,59.00,37.00,48.00
31.00,55.00,74.00,59.70
37.00,60.00,41.00,45.90
77.00,49.00,71.00,65.60
42.00,73.00,77.00,68.80
32.00,100.00,95.00,83.90
80.00,59.00,45.00,56.20
67.00,40.00,79.00,64.90
63.00,64.00,95.00,79.30
25.00,96.00,48.00,57.80
64.00,55.00,41.00,49.80
26.00,85.00,89.00,75.20
57.00,67.00,75.00,69.00
94.00,27.00,80.00,66.90
59.00,34.00,25.00,34.50
97.00,47.00,63.00,65.00
63.00,37.00,99.00,73.20
65.00,100.00,53.00,69.50
88.00,56.00,96.00,82.40
31.00,38.00,24.00,29.60
43.00,24.00,43.00,37.30
37.00,29.00,89.00,60.60
50.00,68.00,79.00,69.90
37.00,88.00,64.00,65.80
35.00,33.00,53.00,43.40
75.00,86.00,85.00,83.30
87.00,35.00,89.00,72.40
62.00,33.00,67.00,55.80
97.00,80.00,30.00,58.40
33.00,40.00,56.00,46.60
78.00,86.00,53.00,67.90
87.00,52.00,78.00,72.00
71.00,53.00,81.00,70.60
32.00,28.00,80.00,54.80
87.00,84.00,59.00,72.10
67.00,83.00,49.00,62.80
75.00,20.00,80.00,61.00
84.00,37.00,68.00,61.90
28.00,88.00,44.00,54.00
22.00,68.00,33.00,41.30
53.00,31.00,44.00,41.90
31.00,40.00,74.00,55.20
89.00,89.00,39.00,64.00
94.00,67.00,78.00,77.90
24.00,49.00,46.00,42.50
79.00,70.00,20.00,46.80
64.00,71.00,29.00,48.60
94.00,91.00,72.00,82.10
62.00,83.00,56.00,65.30
98.00,64.00,64.00,70.80
35.00,33.00,37.00,35.40
94.00,37.00,85.00,72.40
80.00,68.00,98.00,85.40
82.00,37.00,89.00,72.00
73.00,92.00,65.00,74.70
79.00,21.00,41.00,42.60
88.00,29.00,30.00,41.30
74.00,98.00,53.00,70.70
39.00,96.00,55.00,64.10
48.00,95.00,44.00,60.10
41.00,79.00,33.00,48.40
76.00,80.00,89.00,83.70
93.00,97.00,83.00,89.20
61.00,27.00,66.00,53.30
78.00,79.00,48.00,63.30
60.00,52.00,66.00,60.60
34.00,94.00,42.00,56.00
65.00,31.00,53.00,48.80
36.00,72.00,28.00,42.80
83.00,20.00,60.00,52.60
47.00,48.00,100.00,73.80
36.00,82.00,91.00,77.30
80.00,53.00,57.00,60.40
35.00,59.00,94.00,71.70
34.00,56.00,66.00,56.60
40.00,69.00,82.00,69.70
68.00,48.00,64.00,60.00
22.00,22.00,28.00,25.00
26.00,33.00,27.00,28.60
49.00,28.00,27.00,31.70
32.00,98.00,70.00,70.80
26.00,26.00,84.00,55.00
84.00,52.00,75.00,69.90
98.00,59.00,76.00,75.30
89.00,88.00,34.00,61.20
35.00,35.00,82.00,58.50
41.00,75.00,46.00,53.70
97.00,87.00,72.00,81.50
59.00,84.00,65.00,69.50
97.00,40.00,43.00,52.90
71.00,95.00,51.00,68.20
67.00,46.00,41.00,47.70
51.00,62.00,76.00,66.80
25.00,42.00,68.00,51.60
56.00,28.00,66.00,52.60
40.00,39.00,83.00,61.20
70.00,26.00,76.00,59.80
72.00,46.00,79.00,67.70
80.00,72.00,65.00,70.10
98.00,20.00,26.00,38.60
76.00,53.00,71.00,66.60
30.00,31.00,97.00,63.80
54.00,51.00,87.00,69.60
39.00,34.00,71.00,53.50
100.00,89.00,57.00,75.20
30.00,37.00,52.00,43.10
29.00,100.00,63.00,67.30
100.00,37.00,26.00,44.10
35.00,93.00,31.00,50.40
80.00,35.00,96.00,74.50
77.00,35.00,65.00,58.40
30.00,42.00,84.00,60.60
86.00,88.00,94.00,90.60
26.00,48.00,73.00,56.10
69.00,51.00,48.00,53.10
87.00,64.00,21.00,47.10
69.00,53.00,77.00,68.20
53.00,73.00,72.00,68.50
41.00,82.00,28.00,46.80
61.00,27.00,95.00,67.80
33.00,91.00,92.00,79.90
34.00,57.00,33.00,40.40
97.00,60.00,21.00,47.90
66.00,22.00,45.00,42.30
40.00,54.00,30.00,39.20
55.00,47.00,28.00,39.10
21.00,55.00,53.00,47.20
37.00,68.00,37.00,46.30
46.00,39.00,22.00,31.90
27.00,43.00,28.00,32.30
23.00,26.00,75.00,49.90
27.00,89.00,24.00,44.10
20.00,87.00,56.00,58.10
86.00,59.00,61.00,65.40
80.00,50.00,20.00,41.00
70.00,35.00,97.00,73.00
33.00,40.00,54.00,45.60
90.00,54.00,67.00,67.70
76.00,92.00,51.00,68.30
87.00,85.00,65.00,75.40
24.00,64.00,78.00,63.00
24.00,48.00,43.00,40.70
65.00,28.00,36.00,39.40
25.00,69.00,64.00,57.70
82.00,50.00,25.00,43.90
39.00,23.00,58.00,43.70
25.00,42.00,91.00,63.10
46.00,31.00,52.00,44.50
93.00,23.00,37.00,44.00
92.00,87.00,74.00,81.50
43.00,80.00,62.00,63.60
29.00,52.00,28.00,35.40
99.00,85.00,33.00,61.80
44.00,85.00,75.00,71.80
94.00,75.00,27.00,54.80
90.00,80.00,29.00,56.50
36.00,89.00,97.00,82.40
29.00,83.00,30.00,45.70
74.00,53.00,29.00,45.20
71.00,68.00,32.00,50.60
85.00,25.00,42.00,45.50
44.00,23.00,66.00,48.70
75.00,31.00,86.00,67.30
100.00,31.00,69.00,63.80
20.00,59.00,46.00,44.70
70.00,82.00,38.00,57.60
23.00,74.00,83.00,68.30
68.00,51.00,61.00,59.40
63.00,77.00,49.00,60.20
94.00,29.00,33.00,44.00
74.00,24.00,32.00,38.00
81.00,50.00,21.00,41.70
89.00,32.00,28.00,41.40
39.00,67.00,100.00,77.90
99.00,79.00,70.00,78.50
98.00,88.00,66.00,79.00
36.00,100.00,91.00,82.70
59.00,57.00,40.00,48.90
41.00,53.00,75.00,61.60
31.00,71.00,84.00,69.50
71.00,47.00,78.00,67.30
97.00,47.00,51.00,59.00
25.00,74.00,73.00,63.70
32.00,40.00,48.00,42.40
48.00,87.00,84.00,77.70
71.00,41.00,62.00,57.50
64.00,81.00,91.00,82.60
70.00,87.00,53.00,66.60
29.00,41.00,78.00,57.10
69.00,40.00,44.00,47.80
41.00,54.00,41.00,44.90
57.00,84.00,21.00,47.10
23.00,46.00,81.00,58.90
48.00,49.00,53.00,50.80
34.00,39.00,66.00,51.50
63.00,100.00,24.00,54.60
93.00,71.00,36.00,57.90
82.00,48.00,22.00,41.80
94.00,65.00,79.00,77.80
75.00,73.00,49.00,61.40
56.00,95.00,62.00,70.70
38.00,20.00,56.00,41.60
59.00,20.00,96.00,65.80
43.00,23.00,56.00,43.50
46.00,26.00,38.00,36.00
45.00,78.00,58.00,61.40
50.00,32.00,72.00,55.60
59.00,76.00,22.00,45.60
95.00,63.00,75.00,75.40
35.00,46.00,78.00,59.80
92.00,31.00,94.00,74.70
35.00,84.00,98.00,81.20
83.00,57.00,83.00,75.20
88.00,57.00,95.00,82.20
91.00,30.00,70.00,62.20
68.00,86.00,33.00,55.90
58.00,91.00,39.00,58.40
65.00,77.00,83.00,77.60
78.00,80.00,54.00,66.60
52.00,84.00,43.00,57.10
41.00,87.00,31.00,49.80
85.00,36.00,47.00,51.30
90.00,72.00,58.00,68.60
33.00,41.00,42.00,39.90
38.00,46.00,95.00,68.90
51.00,50.00,52.00,51.20
92.00,21.00,27.00,38.20
48.00,61.00,86.00,70.90
83.00,69.00,99.00,86.80
68.00,45.00,64.00,59.10
49.00,41.00,33.00,38.60
100.00,23.00,86.00,69.90
87.00,43.00,38.00,49.30
38.00,32.00,57.00,45.70
90.00,95.00,69.00,81.00
38.00,78.00,32.00,47.00
45.00,70.00,88.00,74.00
52.00,93.00,55.00,65.80
73.00,93.00,97.00,91.00
65.00,83.00,58.00,66.90
50.00,84.00,52.00,61.20
37.00,73.00,89.00,73.80
70.00,96.00,78.00,81.80
25.00,23.00,70.00,46.90
43.00,56.00,27.00,38.90
59.00,71.00,90.00,78.10
52.00,74.00,22.00,43.60
96.00,20.00,67.00,58.70
29.00,99.00,36.00,53.50
96.00,43.00,99.00,81.60
20.00,100.00,90.00,79.00
94.00,60.00,56.00,64.80
34.00,77.00,64.00,61.90
38.00,45.00,95.00,68.60
85.00,85.00,33.00,59.00
33.00,59.00,38.00,43.30
27.00,67.00,73.00,62.00
22.00,31.00,77.00,52.20
89.00,97.00,93.00,93.40
85.00,98.00,25.00,58.90
72.00,42.00,60.00,57.00
78.00,85.00,76.00,79.10
83.00,40.00,79.00,68.10
40.00,59.00,95.00,73.20
78.00,59.00,90.00,78.30
46.00,50.00,75.00,61.70
29.00,72.00,94.00,74.40
56.00,67.00,51.00,56.80
27.00,92.00,64.00,65.00
90.00,97.00,73.00,83.60
47.00,58.00,40.00,46.80
24.00,30.00,21.00,24.30
54.00,66.00,39.00,50.10
49.00,22.00,78.00,55.40
70.00,50.00,39.00,48.50
42.00,36.00,27.00,32.70
54.00,100.00,60.00,70.80
26.00,66.00,36.00,43.00
32.00,40.00,59.00,47.90
40.00,71.00,32.00,45.30
97.00,38.00,73.00,67.30
52.00,93.00,56.00,66.30
20.00,96.00,69.00,67.30
24.00,70.00,97.00,74.30
30.00,38.00,89.00,61.90
85.00,50.00,87.00,75.50
65.00,89.00,82.00,80.70
41.00,32.00,85.00,60.30
58.00,40.00,67.00,57.10
29.00,78.00,61.00,59.70
38.00,21.00,66.00,46.90
22.00,53.00,57.00,48.80
41.00,44.00,27.00,34.90
70.00,68.00,46.00,57.40
24.00,29.00,72.00,49.50
32.00,91.00,51.00,59.20
37.00,76.00,91.00,75.70
76.00,92.00,30.00,57.80
71.00,25.00,36.00,39.70
49.00,79.00,77.00,72.00
37.00,87.00,39.00,53.00
100.00,98.00,83.00,90.90
78.00,66.00,25.00,47.90
78.00,65.00,88.00,79.10
92.00,60.00,83.00,77.90
51.00,41.00,33.00,39.00
92.00,49.00,41.00,53.60
94.00,41.00,50.00,56.10
79.00,33.00,91.00,71.20
26.00,66.00,96.00,73.00
50.00,98.00,61.00,69.90
62.00,65.00,90.00,76.90
80.00,78.00,26.00,52.40
28.00,99.00,64.00,67.30
50.00,30.00,35.00,36.50
87.00,20.00,66.00,56.40
62.00,62.00,77.00,69.50
56.00,72.00,38.00,51.80
56.00,50.00,79.00,65.70
43.00,95.00,58.00,66.10
58.00,74.00,48.00,57.80
87.00,97.00,81.00,87.00
76.00,49.00,93.00,76.40
83.00,27.00,93.00,71.20
58.00,98.00,84.00,83.00
82.00,65.00,52.00,61.90
59.00,82.00,53.00,62.90
20.00,79.00,67.00,61.20
84.00,80.00,74.00,77.80
36.00,45.00,30.00,35.70
41.00,96.00,91.00,82.50
23.00,70.00,28.00,39.60
57.00,68.00,69.00,66.30
92.00,21.00,88.00,68.70
74.00,40.00,40.00,46.80
92.00,82.00,87.00,86.50
45.00,56.00,32.00,41.80
69.00,22.00,37.00,38.90
40.00,89.00,92.00,80.70
59.00,39.00,46.00,46.50
76.00,71.00,29.00,51.00
88.00,46.00,94.00,78.40
